"COMPANY NAME","SECURITY TYPE","ISSUE PRICE","Symbol","ISSUE START DATE","ISSUE END DATE","PRICE RANGE","DATE OF LISTING"
"Milton Industries Limited","SME","34","MILTON","29-SEP-2017","06-OCT-2017","34","16-OCT-2017"
"Omfurn India Limited","SME","23","OMFURN","29-SEP-2017","05-OCT-2017","23","13-OCT-2017"
"Jash Engineering Limited","SME","95","JASH","28-SEP-2017","03-OCT-2017","115 to 120","30-OCT-2019"
"Goldstar Power Limited","SME","25","GOLDSTAR","27-SEP-2017","29-SEP-2017","25","10-OCT-2017"
"Reliable Data Services Limited","SME","48","RELIABLE","27-SEP-2017","03-OCT-2017","57","10-JUL-2024"
"RKEC Projects Limited","SME","36","RKEC","25-SEP-2017","28-SEP-2017","45","18-DEC-2020"
"Airo Lam Limited","SME","74","AIROLAM","25-SEP-2017","27-SEP-2017","36 to 38","13-OCT-2021"
"Prataap Snacks Limited","EQ","   938","DIAMONDYD","22-SEP-2017","26-SEP-2017","Rs 930 to Rs 938","05-OCT-2017"
"Innovative Tyres and Tubes Limited","SME","45","INNOVATIVE","22-SEP-2017","26-SEP-2017","42 to 45","05-OCT-2017"
"Aarvi Encon Limited","SME","22","AARVI","21-SEP-2017","26-SEP-2017","54","24-JUN-2020"
"Cadsys (India) Limited","SME","70","CADSYS","21-SEP-2017","25-SEP-2017","70","04-OCT-2017"
"Shree Tirupati Balajee FIBC Limited","SME","40","TIRUPATI","21-SEP-2017","26-SEP-2017","36 to 40","05-OCT-2017"
"D P Wires Limited","SME","76","DPWIRES","21-SEP-2017","26-SEP-2017","75","17-JAN-2020"
"SBI Life Insurance Company Limited","EQ","   700","SBILIFE","20-SEP-2017","22-SEP-2017","Rs 685 to Rs 700","03-OCT-2017"
"R M Drip and Sprinklers Systems Limited","SME","610","RMDRIP","19-SEP-2017","25-SEP-2017","53 to 57","30-JUL-2025"
"Madhya Pradesh Today Media Limited","SME","66","MPTODAY","19-SEP-2017","21-SEP-2017","66","29-SEP-2017"
"ICICI Lombard General Insurance Company Limited","EQ","   661","ICICIGI","15-SEP-2017","19-SEP-2017","Rs. 651 to Rs.661","27-SEP-2017"
"Worth Peripherals Limited","SME","44","WORTH","15-SEP-2017","19-SEP-2017","40 to 43","04-AUG-2020"
"Sri Krishna Metcom Limited","SME","55","SKML","14-SEP-2017","18-SEP-2017","55","26-SEP-2017"
"Capacit'e Infraprojects Limited","EQ","   250","CAPACITE","13-SEP-2017","15-SEP-2017","Rs. 245 to Rs. 250","25-SEP-2017"
"Matrimony.com Limited","EQ","   985","MATRIMONY","11-SEP-2017","13-SEP-2017","Rs 983 to Rs 985","21-SEP-2017"
"Bharat Road Network Limited","EQ","   205","BRNL","06-SEP-2017","08-SEP-2017","Rs 195 to Rs 205","18-SEP-2017"
"Dixon Technologies (India) Limited","EQ","  1766","DIXON","06-SEP-2017","08-SEP-2017","Rs 1760 to Rs 1766","18-SEP-2017"
"Manav infra projects Limited","SME","11","MANAV-RE","04-SEP-2017","08-SEP-2017","30","12-MAR-2025"
"Penta Gold Limited","SME","35","PENTAGOLD","04-SEP-2017","06-SEP-2017","35","-"
"Pashupati Cotspin Limited","SME","670","PASHUPATI","28-AUG-2017","31-AUG-2017","75","17-JUL-2025"
"Apex Frozen Foods Limited","EQ","   175","APEX","22-AUG-2017","24-AUG-2017","Rs 171 to Rs 175","04-SEP-2017"
"Seven Hills Beverages Limited","SME","26","SHBL","18-AUG-2017","21-AUG-2017","26","-"
"Lexus Granito (India) Limited","SME","62.5","LEXUS","09-AUG-2017","11-AUG-2017","41 to 45","13-MAR-2023"
"Geekay Wires Limited","SME","39","GEEKAYWIRE","09-AUG-2017","14-AUG-2017","33","06-MAR-2020"
"Servotech Power Systems Limited","SME","26","SERVOTECH","09-AUG-2017","14-AUG-2017","31","02-SEP-2021"
"Vaishali Pharma Limited","SME","40","VAISHALI","07-AUG-2017","10-AUG-2017","71 to 72","15-JAN-2020"
"Cochin Shipyard Limited","EQ","   432","COCHINSHIP","01-AUG-2017","03-AUG-2017","Rs 424 to Rs 432","11-AUG-2017"
"Security and Intelligence Services (India) Limited","EQ","   815","SIS","31-JUL-2017","02-AUG-2017","Rs 805 to Rs 815","10-AUG-2017"
"Surevin BPO Services Limited","SME","40","SUREVIN","28-JUL-2017","01-AUG-2017","38 to 40","09-AUG-2017"
"Total Transport Systems Limited","SME","22.55","TOTAL","25-JUL-2017","28-JUL-2017","45","28-AUG-2020"
"Keerti Knowledge And Skills Limited","SME","32.5","KEERTI","24-JUL-2017","28-JUL-2017","52","13-NOV-2020"
"Shanti Overseas (India) Limited","SME","22","SHANTI","21-JUL-2017","26-JUL-2017","50","16-SEP-2021"
"Srei Equipment Finance Limited","NX","  1000","SREIBNPNCD","17-JUL-2017","31-JUL-2017","1000","27-FEB-2020"
"Srei Equipment Finance Limited","NX","  1000","SREIBNPNCD","17-JUL-2017","31-JUL-2017","1000","27-FEB-2020"
"Univastu India Limited","SME","25","UNIVASTU","14-JUL-2017","19-JUL-2017","40","22-JUN-2020"
"Salasar Techno Engineering Limited","BE","   108","SALASAR","12-JUL-2017","17-JUL-2017","Rs 108","25-JUL-2017"
"Salasar Techno Engineering Limited","BE","   108","SALASAR","12-JUL-2017","17-JUL-2017","Rs 108","25-JUL-2017"
"Shrenik Limited","SME","58.5","SHRENIK","06-JUL-2017","10-JUL-2017","40","02-AUG-2019"
"Bansal Multiflex Limited","SME","31","BANSAL","30-JUN-2017","04-JUL-2017","31","12-JUL-2017"
"Transwind Infrastructures Limited","SME","27","TRANSWIND","30-JUN-2017","04-JUL-2017","27","12-JUL-2017"
"Ace Integrated Solutions Limited","SME","46","ACEINTEG","29-JUN-2017","05-JUL-2017","40","04-NOV-2022"
"AU Small Finance Bank Limited","EQ","   358","AUBANK","28-JUN-2017","30-JUN-2017","Rs 355 to Rs 358","10-JUL-2017"
"Pushpanjali Realms and Infratech Limited","SME","55","PUSHPREALM","27-JUN-2017","30-JUN-2017","55","10-JUL-2017"
"Accord Synergy Limited","SME","60","ACCORD","22-JUN-2017","28-JUN-2017","60","06-JUL-2017"
"GTPL Hathway Limited","EQ","   170","GTPL","21-JUN-2017","23-JUN-2017","Rs 167 to Rs 170","04-JUL-2017"
"Central Depository Services (India) Limited","EQ","   149","CDSL","19-JUN-2017","21-JUN-2017","Rs 145 to Rs 149","30-JUN-2017"
"Eris Lifesciences Limited","EQ","   603","ERIS","16-JUN-2017","20-JUN-2017","Rs 600 to Rs 603","29-JUN-2017"
"Tejas Networks Limited","EQ","   257","TEJASNET","14-JUN-2017","16-JUN-2017","Rs 250 to Rs 257","27-JUN-2017"
"Globe Textiles (India) Limited","SME","46","GLOBE","12-JUN-2017","15-JUN-2017","51","07-OCT-2020"
"Shri Ram Switchgears Limited","SME","19","SRIRAM","25-MAY-2017","30-MAY-2017","19","07-JUN-2017"
"Vadivarhe Speciality Chemicals Limited","SME","42","VSCL","22-MAY-2017","25-MAY-2017","42","02-JUN-2017"
"Jalan Transolutions (India) Limited","SME","46","JALAN","18-MAY-2017","23-MAY-2017","46","31-MAY-2017"
"India Grid Trust","NF","  1000","INDIGRID","17-MAY-2017","19-MAY-2017","Rs 98 to Rs 100","10-MAY-2021"
"PSP Projects Limited","BE","   210","PSPPROJECT","17-MAY-2017","19-MAY-2017","Rs 205 to Rs 210","29-MAY-2017"
"PSP Projects Limited","BE","   210","PSPPROJECT","17-MAY-2017","19-MAY-2017","Rs 205 to Rs 210","29-MAY-2017"
"India Grid Trust","NF","  1000","INDIGRID","17-MAY-2017","19-MAY-2017","Rs 98 to Rs 100","10-MAY-2021"
"Housing and Urban Development Corporation Limited","EQ","    60","HUDCO","08-MAY-2017","11-MAY-2017","Rs 56 to Rs 60","19-MAY-2017"
"IRB InvIT Fund","IV","   102","IRBINVIT","03-MAY-2017","05-MAY-2017","Rs 100 to Rs 102","18-MAY-2017"
"IRB InvIT Fund","IV","   102","IRBINVIT","03-MAY-2017","05-MAY-2017","Rs 100 to Rs 102","18-MAY-2017"
"Zota Health Care Limited","SME","198.25","ZOTA","27-APR-2017","02-MAY-2017","Rs 121 to Rs 125","19-AUG-2019"
"S Chand and Company Limited","EQ","   670","SCHAND","26-APR-2017","28-APR-2017","Rs 660 to Rs 670","09-MAY-2017"
"CKP Products Limited","SME","50","CKPPRODUCT","26-APR-2017","28-APR-2017","Rs 50","09-MAY-2017"
"InfoBeans Technologies Limited","SME","60","INFOBEAN","18-APR-2017","21-APR-2017","Rs 58","15-JUL-2019"
"Panache Digilife Limited","SME","52","PANACHE","11-APR-2017","17-APR-2017","Rs 75 to Rs 81","06-JAN-2020"
"Sikko Industries Limited","SME","36","SIKKO","05-APR-2017","07-APR-2017","Rs 32","22-OCT-2021"
"M K Proteins Limited","SME","712","MKPL","31-MAR-2017","07-APR-2017","Rs 70","13-JUN-2023"
"Dev Information Technology Limited","SME","129","DEVIT","31-MAR-2017","06-APR-2017","Rs 42","15-FEB-2022"
"ASL Industries Limited","SME","35","ASLIND","31-MAR-2017","07-APR-2017","Rs 35","18-APR-2017"
"Focus Lighting And Fixtures Limited","SME","78","FOCUS","30-MAR-2017","05-APR-2017","Rs 45","24-NOV-2021"
"Creative Peripherals and Distribution Limited","SME","66.75","CREATIVE","29-MAR-2017","03-APR-2017","Rs 71 to Rs 75","05-AUG-2019"
"Bohra Industries Limited","SME","6","BOHRAIND","23-MAR-2017","27-MAR-2017","Rs 51 to Rs Rs 55","27-OCT-2022"
"Shankara Building Products Limited","EQ","   460","SHANKARA","22-MAR-2017","24-MAR-2017","Rs 440 to Rs 460","05-APR-2017"
"Euro India Fresh Foods Limited","SME","130","EIFFL","21-MAR-2017","24-MAR-2017","Rs 78","12-OCT-2021"
"CL Educate Limited","BE","   502","CLEDUCATE","20-MAR-2017","22-MAR-2017","Rs 500 to Rs 502","31-MAR-2017"
"CL Educate Limited","BE","   502","CLEDUCATE","20-MAR-2017","22-MAR-2017","Rs 500 to Rs 502","31-MAR-2017"
"Laxmi Cotspin Limited","SME","23","LAXMICOT","17-MAR-2017","22-MAR-2017","Rs 20","12-NOV-2021"
"Airan Limited","SME","38","AIRAN","14-MAR-2017","16-MAR-2017","Rs 45","03-MAY-2019"
"Avenue Supermarts Limited","EQ","   299","DMART","08-MAR-2017","10-MAR-2017","Rs 295 to Rs 299","21-MAR-2017"
"Music Broadcast Limited","P1","   100","RADIOCITY","06-MAR-2017","08-MAR-2017","Rs 324 to Rs 333","20-APR-2023"
"Music Broadcast Limited","P1","   100","RADIOCITY","06-MAR-2017","08-MAR-2017","Rs 324 to Rs 333","20-APR-2023"
"Sanginita Chemicals Limited","SME","81.3","SANGINITA","01-MAR-2017","03-MAR-2017","Rs 22","15-JUL-2019"
"Akash Infra Projects Limited","SME","58","AKASH","28-FEB-2017","06-MAR-2017","Rs 125","11-OCT-2019"
"Nitiraj Engineers Limited","SME","45.45","NITIRAJ","20-FEB-2017","01-MAR-2017","Rs 100","22-APR-2021"
"Global Education limited","SME","196","GLOBAL","16-FEB-2017","21-FEB-2017","Rs 140 to Rs 150","07-DEC-2020"
"Krishana Phoschem Limited","SME","50.5","KRISHANA","13-FEB-2017","16-FEB-2017","Rs 30","22-AUG-2019"
"Steel City Securities Limited","SME","56.2","STEELCITY","06-FEB-2017","09-FEB-2017","Rs 55","27-JUN-2019"
"Srei Infrastructure Finance Limited","YC","  1000","SREINFRA","30-JAN-2017","16-FEB-2017","Rs 1000","21-MAR-2018"
"Srei Infrastructure Finance Limited","YC","  1000","SREINFRA","30-JAN-2017","16-FEB-2017","Rs 1000","21-MAR-2018"
"BSE Limited","EQ","   806","BSE","23-JAN-2017","25-JAN-2017","Rs 805 to Rs 806","03-FEB-2017"
"Madhav Copper Limited","SME","70","MCL","23-JAN-2017","27-JAN-2017","Rs 81","19-AUG-2020"
"Srei Equipment Finance Limited","NX","  1000","SREIBNPNCD","03-JAN-2017","06-JAN-2017","Rs 1000","27-FEB-2020"
"Srei Equipment Finance Limited","NX","  1000","SREIBNPNCD","03-JAN-2017","06-JAN-2017","Rs 1000","27-FEB-2020"
"Maheshwari Logistics Limited","SME","68","MAHESHWARI","30-DEC-2016","06-JAN-2017","Rs 68","16-JAN-2017"
"Prolife Industries Limited","SME","38","PROLIFE","27-DEC-2016","30-DEC-2016","Rs 38","09-JAN-2017"
"Libas Designs Limited","SME","48.95","LIBAS","27-DEC-2016","30-DEC-2016","Rs 68","23-JUL-2019"
"Reliance Home Finance Limited","BE","    10","RHFL","22-DEC-2016","23-DEC-2016","Rs 1000","22-SEP-2017"
"Reliance Home Finance Limited","BE","    10","RHFL","22-DEC-2016","23-DEC-2016","Rs 1000","22-SEP-2017"
"Laurus Labs Limited","EQ","   428","LAURUSLABS","06-DEC-2016","08-DEC-2016","Rs 426 to Rs 428","19-DEC-2016"
"Sheela Foam Limited","EQ","   730","SFL","29-NOV-2016","01-DEC-2016","Rs. 680 to Rs. 730","09-DEC-2016"
"Jet Freight Logistics Limited","SME","48","JETFREIGHT","24-NOV-2016","28-NOV-2016","Rs 28","21-DEC-2021"
"GreenSignal Bio Pharma Limited","EQ","-","GSBPL","09-NOV-2016","22-NOV-2016","Rs 68 to Rs 76","-"
"Agro Phos India limited","SME","57","AGROPHOS","27-OCT-2016","07-NOV-2016","Rs 19 to Rs 22","08-MAR-2019"
"Varun Beverages Limited","EQ","   445","VBL","26-OCT-2016","28-OCT-2016","Rs 440 to Rs 445","08-NOV-2016"
"PNB Housing Finance Limited","N0","######","743PHFL28","25-OCT-2016","27-OCT-2016","Rs 750 to Rs 775","30-SEP-2025"
"PNB Housing Finance Limited","N0","######","743PHFL28","25-OCT-2016","27-OCT-2016","Rs 750 to Rs 775","30-SEP-2025"
"Endurance Technologies Limited","EQ","   472","ENDURANCE","05-OCT-2016","07-OCT-2016","Rs 467 to Rs 472","19-OCT-2016"
"Pansari Developers Limited","SME","55","PANSARI","30-SEP-2016","06-OCT-2016","Rs. 22","18-OCT-2021"
"Dhanuka Realty Limited","SME","40","DRL","30-SEP-2016","06-OCT-2016","Rs. 40","18-OCT-2016"
"Globe International Carriers Limited","SME","24","GICL","30-SEP-2016","07-OCT-2016","Rs. 24","19-OCT-2016"
"Art Nirman Limited","SME","30","ARTNIRMAN","30-SEP-2016","07-OCT-2016","Rs. 25","18-OCT-2021"
"Sakar Healthcare Limited","SME","56","SAKAR","30-SEP-2016","05-OCT-2016","Rs 42 to Rs 50","11-APR-2019"
"Gretex Industries Limited","SME","20","GRETEX","30-SEP-2016","05-OCT-2016","Rs 19 to Rs 21","14-OCT-2016"
"Aurangabad Distillery Limited","SME","35","AURDIS","30-SEP-2016","06-OCT-2016","Rs.35","17-OCT-2016"
"Nandani Creation Limited","SME","59","JAIPURKURT","28-SEP-2016","03-OCT-2016","Rs. 28","02-SEP-2021"
"Jet Knitwears Limited","SME","39","JETKNIT","27-SEP-2016","29-SEP-2016","Rs. 39","07-OCT-2016"
"HPL Electric and Power Limited","EQ","   202","HPL","22-SEP-2016","26-SEP-2016","Rs 175 to Rs 202","04-OCT-2016"
"ICICI Prudential Life Insurance Company Limited","EQ","   334","ICICIPRULI","19-SEP-2016","21-SEP-2016","Rs 300 to Rs 334","29-SEP-2016"
"Indiabulls Housing Finance Limited","Z9","######","IBULHSG","15-SEP-2016","16-SEP-2016","Rs 1000","09-APR-2024"
"Indiabulls Housing Finance Limited","Z9","######","IBULHSG","15-SEP-2016","16-SEP-2016","Rs 1000","09-APR-2024"
"AVSL Industries Limited","SME","36","AVSL","15-SEP-2016","28-SEP-2016","Rs.36","06-OCT-2016"
"GNA Axles Limited","EQ","   207","GNA","14-SEP-2016","16-SEP-2016","Rs 205 to Rs 207","26-SEP-2016"
"L&T Technology Services Limited","EQ","   860","LTTS","12-SEP-2016","15-SEP-2016","Rs 850 to Rs 860","23-SEP-2016"
"Crown Lifters Limited","SME","30","CROWN","09-SEP-2016","19-SEP-2016","Rs.121","08-FEB-2022"
"Husys Consulting Limited","SME","50","HUSYS","09-SEP-2016","19-SEP-2016","Rs.69","21-AUG-2015"
"Srei Infrastructure Finance Limited","YC","  1000","SREINFRA","07-SEP-2016","28-SEP-2016","Rs 1000","21-MAR-2018"
"Srei Infrastructure Finance Limited","YC","  1000","SREINFRA","07-SEP-2016","28-SEP-2016","Rs 1000","21-MAR-2018"
"Dewan Housing Finance Corporation Limited","NZ","  1000","DHFL","29-AUG-2016","30-AUG-2016","Rs 1000","06-JUN-2018"
"Dewan Housing Finance Corporation Limited","NZ","  1000","DHFL","29-AUG-2016","30-AUG-2016","Rs 1000","06-JUN-2018"
"Madhya Bharat Agro Products Limited","SME","67","MBAPL","29-AUG-2016","02-SEP-2016","Rs.24","22-AUG-2019"
"RBL Bank Limited","EQ","   225","RBLBANK","19-AUG-2016","23-AUG-2016","Rs 224 to Rs 225","31-AUG-2016"
"Dewan Housing Finance Corporation Limited","NZ","  1000","DHFL","03-AUG-2016","04-AUG-2016","Rs 1000","06-JUN-2018"
"Dewan Housing Finance Corporation Limited","NZ","  1000","DHFL","03-AUG-2016","04-AUG-2016","Rs 1000","06-JUN-2018"
"S.P. Apparels Limited","EQ","   268","SPAL","02-AUG-2016","04-AUG-2016","Rs 258 to Rs 268","12-AUG-2016"
"Dilip Buildcon Limited","EQ","   219","DBL","01-AUG-2016","03-AUG-2016","Rs 214 to Rs 219","11-AUG-2016"
"Advanced Enzyme Technologies Limited","EQ","   896","ADVENZYMES","20-JUL-2016","22-JUL-2016","Rs 880 to Rs 896","01-AUG-2016"
"Larsen & Toubro Infotech Limited","EQ","   710","LTI","11-JUL-2016","13-JUL-2016","Rs 705 to Rs 710","21-JUL-2016"
"Edelweiss Housing Finance Limited","DEBT","-","EHFLNCD","08-JUL-2016","11-JUL-2016","Rs 1000","-"
"Edelweiss Housing Finance Limited","DEBT","-","EHFLNCD","08-JUL-2016","11-JUL-2016","Rs 1000","-"
"KKV Agro Powers Limited","SME","320","KKVAPOW","30-JUN-2016","07-JUL-2016","Rs.320","15-JUL-2016"
"Quess Corp Limited","EQ","   317","QUESS","29-JUN-2016","01-JUL-2016","Rs 310 to Rs 317","12-JUL-2016"
"Mahanagar Gas Limited","EQ","   421","MGL","21-JUN-2016","23-JUN-2016","Rs 380 to Rs 421","01-JUL-2016"
"United Polyfab Gujarat Limited","SME","17","UNITEDPOLY","25-MAY-2016","30-MAY-2016","Rs.45","31-DEC-2021"
"Parag Milk Foods Limited","EQ","   215","PARAGMILK","04-MAY-2016","11-MAY-2016","Rs 215 to Rs 227","19-MAY-2016"
"Sagardeep Alloys Limited","SME","95","SAGARDEEP","04-MAY-2016","09-MAY-2016","Rs.20","25-JAN-2019"
"Ujjivan Financial Services Limited","EQ","   210","UJJIVAN","28-APR-2016","02-MAY-2016","Rs 207 to Rs 210","10-MAY-2016"
"Thyrocare Technologies Limited","EQ","   446","THYROCARE","27-APR-2016","29-APR-2016","Rs 420 to Rs 446","09-MAY-2016"
"Equitas Holdings Limited","EQ","   110","EQUITAS","05-APR-2016","07-APR-2016","Rs 109 to Rs 110","21-APR-2016"
"Infibeam Incorporation Limited","EQ","   432","INFIBEAM","21-MAR-2016","23-MAR-2016","Rs 360 to Rs 432","04-APR-2016"
"Bharat Wire Ropes Limited","EQ","    45","BHARATWIRE","18-MAR-2016","22-MAR-2016","Rs 40 to Rs 45","01-APR-2016"
"HealthCare Global Enterprises Limited","EQ","   218","HCG","16-MAR-2016","18-MAR-2016","Rs 205 to Rs 218","30-MAR-2016"
"Indian Railway Finance Corporation Limited","N0","######","658IRFC30","10-MAR-2016","14-MAR-2016","Rs 1000","03-JUN-2025"
"Indian Railway Finance Corporation Limited","N0","######","658IRFC30","10-MAR-2016","14-MAR-2016","Rs 1000","03-JUN-2025"
"HEC Infra Projects Limited","SME","38","HECPROJECT","10-MAR-2016","18-MAR-2016","Rs.100","30-DEC-2021"
"Wealth First Portfolio Managers Limited","SME","92.1","WEALTH","10-MAR-2016","18-MAR-2016","Rs.50","20-JAN-2021"
"National Highways Authority of India","NC","  1000","NHAI","24-FEB-2016","26-FEB-2016","1000","11-MAR-2016"
"National Highways Authority of India","NC","  1000","NHAI","24-FEB-2016","26-FEB-2016","1000","11-MAR-2016"
"Hi-Tech Pipes Limited","SME","380","HITECH","15-FEB-2016","19-FEB-2016","Rs.50","07-MAY-2018"
"Quick Heal Technologies Limited","EQ","   321","QUICKHEAL","08-FEB-2016","10-FEB-2016","Rs 311 to Rs 321","18-FEB-2016"
"TeamLease Services Limited","EQ","   850","TEAMLEASE","02-FEB-2016","04-FEB-2016","Rs 785 to Rs 850","12-FEB-2016"
"Precision Camshafts Limited","EQ","   186","PRECAM","27-JAN-2016","29-JAN-2016","Rs 180 to Rs 186","08-FEB-2016"
"Fourth Dimension Solutions Limited","SME",,"FOURTHDIM","30-Dec-2015","07-Jan-2016","30","22-Jan-2016"
"Fourth Dimension Solutions Limited","SME",,"FOURTHDIM","30-Dec-2015","07-Jan-2016","30","22-Jan-2016"
"Perfect Infraengineers Limited","SME",,"PERFECT","30-Oct-2015","04-Nov-2015","23","20-Nov-2015"
"Perfect Infraengineers Limited","SME",,"PERFECT","30-Oct-2015","04-Nov-2015","23","20-Nov-2015"
"Ahimsa Industries Limited","SME",,"AHIMSA","24-Sep-2015","01-Oct-2015","25","15-Oct-2015"
"Ahimsa Industries Limited","SME",,"AHIMSA","24-Sep-2015","01-Oct-2015","25","15-Oct-2015"
"Ahimsa Industries Limited","SME",,"AHIMSA","24-Sep-2015","01-Oct-2015","25","15-Oct-2015"
"Shaival Reality Limited","SME",,"SHAIVAL","15-Sep-2015","18-Sep-2015","100","01-Oct-2015"
"Shaival Reality Limited","SME",,"SHAIVAL","15-Sep-2015","18-Sep-2015","100","01-Oct-2015"
"Emkay Taps and Cutting Tools Limited","SME",,"EMKAYTOOLS","27-Jul-2015","30-Jul-2015","330","13-Aug-2015"
"Emkay Taps and Cutting Tools Limited","SME",,"EMKAYTOOLS","27-Jul-2015","30-Jul-2015","330","13-Aug-2015"
"Supreme (India) Impex Limited","SME",,"SIIL","16-Mar-2015","18-Mar-2015","60","31-Mar-2015"
"Momai Apparels Limited","SME",,"MOMAI","25-Sep-2014","30-Sep-2014","78","16-Oct-2014"
"Sanco Industries Limited","SME",,"SANCO","24-Feb-2014","26-Feb-2014","18","12-Mar-2014"
"MITCON Consultancy & Engineering Services Limited","SME",,"MITCON","15-Oct-2013","18-Oct-2013","61","01-Nov-2013"
"Opal Luxury Time Products Limited","SME",,"OPAL","25-Mar-2013","28-Mar-2013","130","12-Apr-2013"
"Veto Switchgears and Cables Limited","SME",,"VETO","03-Dec-2012","05-Dec-2012","50","13-Dec-2012"
"Thejo Engineering Limited","SME",,"THEJO","04-Sep-2012","06-Sep-2012","402","18-Sep-2012"
"Thejo Engineering Limited","SME",,"THEJO","04-Sep-2012","06-Sep-2012","402","18-Sep-2012"
